Unit ID,School/Corporate,Staff ID,Fixed Period or Ongoing,Actual Pay,Gender,Indigenous Dsc,Age,Teaching/Non-Teaching,Length of Service (Months),Service_Years,Start_Age,Unrealistic_Service,Age Group,Tenure Group
Unit 5,School,ESZ4192,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,279,23.25,29.75,False,50–59,10+ yrs
Unit 5,School,MCI6806,Ongoing," $150,000 ",Female,Non-Indigenous,45,Teaching,282,23.5,21.5,False,40–49,10+ yrs
Unit 5,School,EMP4536,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,282,23.5,25.5,False,40–49,10+ yrs
Unit 5,School,SCK4853,Ongoing," $110,000 ",Female,Non-Indigenous,62,Teaching,279,23.25,38.75,False,60 and above,10+ yrs
Unit 5,School,BMW1981,Ongoing," $75,000 ",Female,Indigenous,51,Non-Teaching,279,23.25,27.75,False,50–59,10+ yrs
Unit 5,School,HYL2332,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,279,23.25,25.75,False,40–49,10+ yrs
Unit 5,School,EMN1949,Ongoing," $88,000 ",Female,Non-Indigenous,67,Non-Teaching,279,23.25,43.75,False,60 and above,10+ yrs
Unit 5,School,ZNX4148,Ongoing," $110,000 ",Female,Non-Indigenous,59,Teaching,270,22.5,36.5,False,50–59,10+ yrs
Unit 5,School,QAT5372,Ongoing," $150,000 ",Female,Non-Indigenous,45,Teaching,270,22.5,22.5,False,40–49,10+ yrs
Unit 5,School,CVF4287,Ongoing," $160,000 ",Male,Non-Indigenous,63,Teaching,273,22.75,40.25,False,60 and above,10+ yrs
Unit 5,School,GNL3091,Ongoing," $110,000 ",Female,Non-Indigenous,66,Teaching,273,22.75,43.25,False,60 and above,10+ yrs
Unit 5,School,CKA6629,Ongoing," $160,000 ",Female,Non-Indigenous,47,Teaching,282,23.5,23.5,False,40–49,10+ yrs
Unit 5,School,FZY4050,Ongoing," $75,000 ",Female,Non-Indigenous,46,Non-Teaching,284,23.666666666666668,22.333333333333332,False,40–49,10+ yrs
Unit 5,School,OUV5197,Fixed Period," $150,000 ",Female,Non-Indigenous,53,Teaching,70,5.833333333333333,47.166666666666664,False,50–59,5–10 yrs
Unit 5,School,COZ5633,Ongoing," $110,000 ",Male,Non-Indigenous,68,Teaching,293,24.416666666666668,43.58333333333333,False,60 and above,10+ yrs
Unit 5,School,QKB6737,Ongoing," $110,000 ",Female,Non-Indigenous,52,Teaching,291,24.25,27.75,False,50–59,10+ yrs
Unit 5,School,XMP8200,Ongoing," $160,000 ",Female,Non-Indigenous,52,Teaching,285,23.75,28.25,False,50–59,10+ yrs
Unit 5,School,BJH7097,Ongoing," $110,000 ",Female,Non-Indigenous,51,Teaching,285,23.75,27.25,False,50–59,10+ yrs
Unit 5,School,WWR4867,Ongoing," $110,000 ",Female,Non-Indigenous,55,Teaching,282,23.5,31.5,False,50–59,10+ yrs
Unit 5,School,QMQ6684,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,284,23.666666666666668,22.333333333333332,False,40–49,10+ yrs
Unit 5,School,VVJ2347,Ongoing," $160,000 ",Male,Non-Indigenous,54,Teaching,285,23.75,30.25,False,50–59,10+ yrs
Unit 5,School,LNL8034,Ongoing," $110,000 ",Female,Non-Indigenous,52,Teaching,285,23.75,28.25,False,50–59,10+ yrs
Unit 5,School,VWT3294,Ongoing," $66,000 ",Female,Non-Indigenous,63,Non-Teaching,289,24.083333333333332,38.91666666666667,False,60 and above,10+ yrs
Unit 5,School,RJV7168,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,291,24.25,25.75,False,50–59,10+ yrs
Unit 5,School,NXV2459,Ongoing," $110,000 ",Female,Indigenous,59,Teaching,297,24.75,34.25,False,50–59,10+ yrs
Unit 5,School,UAZ4242,Ongoing," $160,000 ",Female,Non-Indigenous,61,Teaching,34,2.8333333333333335,58.166666666666664,False,60 and above,2–5 yrs
Unit 5,School,TYM7388,Ongoing," $95,000 ",Female,Non-Indigenous,64,Non-Teaching,296,24.666666666666668,39.33333333333333,False,60 and above,10+ yrs
Unit 5,School,TWQ4305,Ongoing," $110,000 ",Male,Indigenous,48,Teaching,262,21.833333333333332,26.166666666666668,False,40–49,10+ yrs
Unit 5,School,HHR6770,Ongoing," $110,000 ",Female,Non-Indigenous,51,Teaching,257,21.416666666666668,29.583333333333332,False,50–59,10+ yrs
Unit 5,School,DNM2010,Ongoing," $110,000 ",Female,Non-Indigenous,59,Teaching,255,21.25,37.75,False,50–59,10+ yrs
Unit 5,School,ZKM7729,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,255,21.25,28.75,False,50–59,10+ yrs
Unit 5,School,AAY8253,Ongoing," $66,000 ",Female,Non-Indigenous,53,Non-Teaching,255,21.25,31.75,False,50–59,10+ yrs
Unit 5,School,BUP9568,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,254,21.166666666666668,24.833333333333332,False,40–49,10+ yrs
Unit 5,School,DLV6487,Ongoing," $66,000 ",Female,Non-Indigenous,43,Non-Teaching,254,21.166666666666668,21.833333333333332,False,40–49,10+ yrs
Unit 5,School,KSO2300,Ongoing," $160,000 ",Female,Non-Indigenous,56,Teaching,249,20.75,35.25,False,50–59,10+ yrs
Unit 5,School,YAR4291,Ongoing," $110,000 ",Male,Non-Indigenous,64,Teaching,249,20.75,43.25,False,60 and above,10+ yrs
Unit 5,School,OQA4508,Ongoing," $110,000 ",Female,Non-Indigenous,60,Teaching,247,20.583333333333332,39.41666666666667,False,60 and above,10+ yrs
Unit 5,School,RFV2118,Ongoing," $110,000 ",Female,Non-Indigenous,54,Teaching,245,20.416666666666668,33.58333333333333,False,50–59,10+ yrs
Unit 5,School,IEL7826,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,246,20.5,28.5,False,40–49,10+ yrs
Unit 5,School,QKI4524,Ongoing," $88,000 ",Female,Non-Indigenous,69,Non-Teaching,243,20.25,48.75,False,60 and above,10+ yrs
Unit 5,School,FLX8909,Ongoing," $110,000 ",Female,Non-Indigenous,62,Teaching,249,20.75,41.25,False,60 and above,10+ yrs
Unit 5,School,HMZ7821,Ongoing," $110,000 ",Male,Non-Indigenous,49,Teaching,261,21.75,27.25,False,40–49,10+ yrs
Unit 5,School,VHT9614,Ongoing," $110,000 ",Female,Non-Indigenous,55,Teaching,255,21.25,33.75,False,50–59,10+ yrs
Unit 5,School,PEJ9438,Ongoing," $160,000 ",Female,Non-Indigenous,43,Teaching,261,21.75,21.25,False,40–49,10+ yrs
Unit 5,School,QOA4503,Ongoing," $160,000 ",Female,Non-Indigenous,41,Teaching,249,20.75,20.25,False,40–49,10+ yrs
Unit 5,School,NYO6006,Ongoing," $110,000 ",Female,Non-Indigenous,51,Teaching,231,19.25,31.75,False,50–59,10+ yrs
Unit 5,School,DQK1049,Ongoing," $110,000 ",Male,Non-Indigenous,41,Teaching,236,19.666666666666668,21.333333333333332,False,40–49,10+ yrs
Unit 5,School,FGB4352,Ongoing," $110,000 ",Female,Non-Indigenous,52,Teaching,234,19.5,32.5,False,50–59,10+ yrs
Unit 5,School,EGT9532,Ongoing," $66,000 ",Female,Non-Indigenous,67,Non-Teaching,234,19.5,47.5,False,60 and above,10+ yrs
Unit 5,School,ZGN1836,Ongoing," $75,000 ",Female,Non-Indigenous,59,Non-Teaching,231,19.25,39.75,False,50–59,10+ yrs
Unit 5,School,ELT2835,Ongoing," $160,000 ",Female,Non-Indigenous,51,Teaching,231,19.25,31.75,False,50–59,10+ yrs
Unit 5,School,YQM3924,Ongoing," $110,000 ",Female,Non-Indigenous,54,Teaching,230,19.166666666666668,34.83333333333333,False,50–59,10+ yrs
Unit 5,School,SPI4310,Ongoing," $150,000 ",Female,Non-Indigenous,48,Teaching,21,1.75,46.25,False,40–49,New (<2 yrs)
Unit 5,School,LFI9519,Ongoing," $160,000 ",Female,Non-Indigenous,68,Teaching,228,19.0,49.0,False,60 and above,10+ yrs
Unit 5,School,WNW3024,Ongoing," $150,000 ",Male,Non-Indigenous,44,Teaching,228,19.0,25.0,False,40–49,10+ yrs
Unit 5,School,XUL6806,Ongoing," $66,000 ",Female,Non-Indigenous,47,Non-Teaching,230,19.166666666666668,27.833333333333332,False,40–49,10+ yrs
Unit 5,School,FUX1739,Ongoing," $130,000 ",Female,Non-Indigenous,46,Non-Teaching,225,18.75,27.25,False,40–49,10+ yrs
Unit 5,School,MHV5946,Ongoing," $75,000 ",Female,Non-Indigenous,40,Non-Teaching,225,18.75,21.25,False,40–49,10+ yrs
Unit 5,School,BSX7466,Fixed Period," $150,000 ",Female,Non-Indigenous,42,Teaching,33,2.75,39.25,False,40–49,2–5 yrs
Unit 5,School,UVY1698,Ongoing," $160,000 ",Female,Non-Indigenous,47,Teaching,222,18.5,28.5,False,40–49,10+ yrs
Unit 5,School,VHM9530,Ongoing," $110,000 ",Female,Non-Indigenous,54,Teaching,225,18.75,35.25,False,50–59,10+ yrs
Unit 5,School,PAY1022,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,225,18.75,30.25,False,40–49,10+ yrs
Unit 5,School,NSG2474,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,225,18.75,22.25,False,40–49,10+ yrs
Unit 5,School,MTH9055,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,225,18.75,27.25,False,40–49,10+ yrs
Unit 5,School,JHU5428,Ongoing," $110,000 ",Male,Non-Indigenous,53,Teaching,225,18.75,34.25,False,50–59,10+ yrs
Unit 5,School,WHZ8811,Ongoing," $160,000 ",Female,Non-Indigenous,66,Teaching,224,18.666666666666668,47.33333333333333,False,60 and above,10+ yrs
Unit 5,School,FLM5403,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,224,18.666666666666668,26.333333333333332,False,40–49,10+ yrs
Unit 5,School,HVI8043,Ongoing," $110,000 ",Female,Indigenous,56,Teaching,224,18.666666666666668,37.33333333333333,False,50–59,10+ yrs
Unit 5,School,BPN5939,Ongoing," $75,000 ",Male,Non-Indigenous,70,Non-Teaching,221,18.416666666666668,51.58333333333333,False,60 and above,10+ yrs
Unit 5,School,DIB6791,Ongoing," $160,000 ",Female,Non-Indigenous,44,Teaching,219,18.25,25.75,False,40–49,10+ yrs
Unit 5,School,SKX5930,Ongoing," $110,000 ",Female,Non-Indigenous,42,Teaching,219,18.25,23.75,False,40–49,10+ yrs
Unit 5,School,LIO8109,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,219,18.25,30.75,False,40–49,10+ yrs
Unit 5,School,UVD9472,Fixed Period," $150,000 ",Female,Non-Indigenous,61,Teaching,99,8.25,52.75,False,60 and above,5–10 yrs
Unit 5,School,HER9889,Ongoing," $66,000 ",Female,Non-Indigenous,57,Non-Teaching,219,18.25,38.75,False,50–59,10+ yrs
Unit 5,School,QGC2749,Ongoing," $110,000 ",Female,Non-Indigenous,47,Teaching,216,18.0,29.0,False,40–49,10+ yrs
Unit 5,School,TAD3376,Ongoing," $160,000 ",Male,Non-Indigenous,48,Teaching,216,18.0,30.0,False,40–49,10+ yrs
Unit 5,School,MXV1682,Ongoing," $75,000 ",Female,Non-Indigenous,58,Non-Teaching,216,18.0,40.0,False,50–59,10+ yrs
Unit 5,School,XEX4388,Ongoing," $160,000 ",Male,Non-Indigenous,48,Teaching,215,17.916666666666668,30.083333333333332,False,40–49,10+ yrs
Unit 5,School,LMO7219,Ongoing," $110,000 ",Male,Non-Indigenous,57,Teaching,216,18.0,39.0,False,50–59,10+ yrs
Unit 5,School,WAP2552,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,243,20.25,28.75,False,40–49,10+ yrs
Unit 5,School,ENF9738,Ongoing," $75,000 ",Female,Non-Indigenous,54,Non-Teaching,242,20.166666666666668,33.83333333333333,False,50–59,10+ yrs
Unit 5,School,EDK5571,Ongoing," $75,000 ",Female,Non-Indigenous,49,Non-Teaching,242,20.166666666666668,28.833333333333332,False,40–49,10+ yrs
Unit 5,School,VIX6848,Ongoing," $110,000 ",Male,Non-Indigenous,60,Teaching,241,20.083333333333332,39.91666666666667,False,60 and above,10+ yrs
Unit 5,School,RPK1815,Ongoing," $160,000 ",Male,Non-Indigenous,53,Teaching,237,19.75,33.25,False,50–59,10+ yrs
Unit 5,School,QND5045,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,237,19.75,25.25,False,40–49,10+ yrs
Unit 5,School,JMA4626,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,237,19.75,33.25,False,50–59,10+ yrs
Unit 5,School,DRF3407,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,237,19.75,29.25,False,40–49,10+ yrs
Unit 5,School,LEG3320,Ongoing," $110,000 ",Male,Indigenous,41,Teaching,224,18.666666666666668,22.333333333333332,False,40–49,10+ yrs
Unit 5,School,PWM7012,Ongoing," $160,000 ",Male,Indigenous,36,Teaching,219,18.25,17.75,False,30–39,10+ yrs
Unit 5,School,OTV2969,Ongoing," $75,000 ",Male,Indigenous,35,Non-Teaching,212,17.666666666666668,17.333333333333332,False,30–39,10+ yrs
Unit 5,School,LFY6479,Ongoing," $110,000 ",Female,Non-Indigenous,57,Teaching,215,17.916666666666668,39.08333333333333,False,50–59,10+ yrs
Unit 5,School,OBU6524,Ongoing," $75,000 ",Female,Non-Indigenous,59,Non-Teaching,213,17.75,41.25,False,50–59,10+ yrs
Unit 5,School,EIM9814,Ongoing," $110,000 ",Male,Non-Indigenous,46,Teaching,213,17.75,28.25,False,40–49,10+ yrs
Unit 5,School,HIJ3258,Ongoing," $160,000 ",Male,Non-Indigenous,50,Teaching,213,17.75,32.25,False,50–59,10+ yrs
Unit 5,School,RVT6814,Ongoing," $110,000 ",Female,Non-Indigenous,58,Teaching,213,17.75,40.25,False,50–59,10+ yrs
Unit 5,School,PIL4733,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,213,17.75,32.25,False,50–59,10+ yrs
Unit 5,School,PLU8904,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,213,17.75,28.25,False,40–49,10+ yrs
Unit 5,School,ZMG8525,Ongoing," $110,000 ",Male,Non-Indigenous,72,Teaching,213,17.75,54.25,False,60 and above,10+ yrs
Unit 5,School,ISF3698,Ongoing," $110,000 ",Female,Non-Indigenous,60,Teaching,213,17.75,42.25,False,60 and above,10+ yrs
Unit 5,School,RGY3115,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,213,17.75,27.25,False,40–49,10+ yrs
Unit 5,School,LCG4335,Ongoing," $160,000 ",Female,Non-Indigenous,40,Teaching,213,17.75,22.25,False,40–49,10+ yrs
Unit 5,School,HHN5731,Ongoing," $160,000 ",Female,Non-Indigenous,55,Teaching,213,17.75,37.25,False,50–59,10+ yrs
Unit 5,School,YTR9481,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,213,17.75,23.25,False,40–49,10+ yrs
Unit 5,School,SCB9185,Ongoing," $75,000 ",Female,Non-Indigenous,37,Non-Teaching,213,17.75,19.25,False,30–39,10+ yrs
Unit 5,School,TKN3596,Ongoing," $110,000 ",Female,Non-Indigenous,68,Teaching,213,17.75,50.25,False,60 and above,10+ yrs
Unit 5,School,UFK5421,Ongoing," $110,000 ",Female,Indigenous,56,Teaching,213,17.75,38.25,False,50–59,10+ yrs
Unit 5,School,DHU3552,Ongoing," $95,000 ",Female,Non-Indigenous,58,Non-Teaching,213,17.75,40.25,False,50–59,10+ yrs
Unit 5,School,RAN4048,Ongoing," $75,000 ",Female,Non-Indigenous,57,Non-Teaching,213,17.75,39.25,False,50–59,10+ yrs
Unit 5,School,DCT1105,Ongoing," $66,000 ",Female,Non-Indigenous,67,Non-Teaching,212,17.666666666666668,49.33333333333333,False,60 and above,10+ yrs
Unit 5,School,OMW9493,Ongoing," $160,000 ",Female,Non-Indigenous,49,Teaching,212,17.666666666666668,31.333333333333332,False,40–49,10+ yrs
Unit 5,School,FIX6972,Ongoing," $88,000 ",Male,Indigenous,46,Non-Teaching,212,17.666666666666668,28.333333333333332,False,40–49,10+ yrs
Unit 5,School,UCU2438,Ongoing," $110,000 ",Female,Non-Indigenous,47,Teaching,212,17.666666666666668,29.333333333333332,False,40–49,10+ yrs
Unit 5,School,SJK3241,Ongoing," $70,000 ",Male,Non-Indigenous,47,Non-Teaching,211,17.583333333333332,29.416666666666668,False,40–49,10+ yrs
Unit 5,School,DNZ7420,Ongoing," $160,000 ",Female,Non-Indigenous,42,Teaching,210,17.5,24.5,False,40–49,10+ yrs
Unit 5,School,WAX9538,Ongoing," $110,000 ",Female,Non-Indigenous,43,Teaching,211,17.583333333333332,25.416666666666668,False,40–49,10+ yrs
Unit 5,School,MKX9005,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,210,17.5,23.5,False,40–49,10+ yrs
Unit 5,School,QIF9340,Ongoing," $110,000 ",Female,Non-Indigenous,43,Teaching,209,17.416666666666668,25.583333333333332,False,40–49,10+ yrs
Unit 5,School,RCS9341,Ongoing," $110,000 ",Male,Non-Indigenous,44,Teaching,209,17.416666666666668,26.583333333333332,False,40–49,10+ yrs
Unit 5,School,OCT9907,Ongoing," $160,000 ",Female,Non-Indigenous,44,Teaching,207,17.25,26.75,False,40–49,10+ yrs
Unit 5,School,ZCU1636,Ongoing," $110,000 ",Female,Indigenous,53,Non-Teaching,207,17.25,35.75,False,50–59,10+ yrs
Unit 5,School,BSS9426,Ongoing," $75,000 ",Female,Non-Indigenous,41,Non-Teaching,207,17.25,23.75,False,40–49,10+ yrs
Unit 5,School,BAX5510,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,207,17.25,30.75,False,40–49,10+ yrs
Unit 5,School,FFR3758,Ongoing," $110,000 ",Female,Non-Indigenous,42,Teaching,207,17.25,24.75,False,40–49,10+ yrs
Unit 5,School,AFN2975,Ongoing," $110,000 ",Female,Non-Indigenous,56,Teaching,206,17.166666666666668,38.83333333333333,False,50–59,10+ yrs
Unit 5,School,SRZ2318,Ongoing," $100,000 ",Female,Non-Indigenous,46,Non-Teaching,205,17.083333333333332,28.916666666666668,False,40–49,10+ yrs
Unit 5,School,KNL5780,Ongoing," $160,000 ",Male,Non-Indigenous,44,Teaching,204,17.0,27.0,False,40–49,10+ yrs
Unit 5,School,WIS8742,Ongoing," $110,000 ",Female,Non-Indigenous,61,Teaching,205,17.083333333333332,43.91666666666667,False,60 and above,10+ yrs
Unit 5,School,JVX2449,Ongoing," $110,000 ",Female,Non-Indigenous,63,Teaching,204,17.0,46.0,False,60 and above,10+ yrs
Unit 5,School,PMC2957,Ongoing," $160,000 ",Female,Non-Indigenous,40,Teaching,203,16.916666666666668,23.083333333333332,False,40–49,10+ yrs
Unit 5,School,ZMB2217,Ongoing," $160,000 ",Female,Non-Indigenous,44,Teaching,201,16.75,27.25,False,40–49,10+ yrs
Unit 5,School,MAD1984,Ongoing," $110,000 ",Female,Non-Indigenous,61,Teaching,201,16.75,44.25,False,60 and above,10+ yrs
Unit 5,School,VOC8950,Ongoing," $110,000 ",Female,Non-Indigenous,39,Teaching,201,16.75,22.25,False,30–39,10+ yrs
Unit 5,School,DRG4076,Ongoing," $160,000 ",Female,Non-Indigenous,41,Teaching,201,16.75,24.25,False,40–49,10+ yrs
Unit 5,School,SII4002,Ongoing," $75,000 ",Female,Non-Indigenous,56,Non-Teaching,201,16.75,39.25,False,50–59,10+ yrs
Unit 5,School,FRU5021,Ongoing," $75,000 ",Male,Non-Indigenous,56,Non-Teaching,201,16.75,39.25,False,50–59,10+ yrs
Unit 5,School,OFS1157,Ongoing," $110,000 ",Female,Non-Indigenous,39,Teaching,201,16.75,22.25,False,30–39,10+ yrs
Unit 5,School,BCH8081,Ongoing," $95,000 ",Male,Non-Indigenous,43,Non-Teaching,201,16.75,26.25,False,40–49,10+ yrs
Unit 5,School,YWR1222,Ongoing," $110,000 ",Female,Non-Indigenous,63,Teaching,201,16.75,46.25,False,60 and above,10+ yrs
Unit 5,School,OMD8948,Ongoing," $75,000 ",Male,Indigenous,51,Non-Teaching,200,16.666666666666668,34.33333333333333,False,50–59,10+ yrs
Unit 5,School,EAH3711,Ongoing," $110,000 ",Female,Non-Indigenous,65,Teaching,493,41.083333333333336,23.916666666666664,False,60 and above,10+ yrs
Unit 5,School,OYD8629,Ongoing," $110,000 ",Female,Non-Indigenous,63,Teaching,486,40.5,22.5,False,60 and above,10+ yrs
Unit 5,School,GMZ7464,Fixed Period," $150,000 ",Male,Non-Indigenous,63,Teaching,325,27.083333333333332,35.91666666666667,False,60 and above,10+ yrs
Unit 5,School,YPX9099,Ongoing," $160,000 ",Female,Non-Indigenous,60,Teaching,477,39.75,20.25,False,60 and above,10+ yrs
Unit 5,School,QMY7475,Ongoing," $110,000 ",Female,Non-Indigenous,62,Teaching,465,38.75,23.25,False,60 and above,10+ yrs
Unit 5,School,KGI5271,Ongoing," $75,000 ",Female,Non-Indigenous,67,Non-Teaching,435,36.25,30.75,False,60 and above,10+ yrs
Unit 5,School,IDW2528,Ongoing," $75,000 ",Female,Non-Indigenous,62,Non-Teaching,466,38.833333333333336,23.166666666666664,False,60 and above,10+ yrs
Unit 5,School,UJW8375,Ongoing," $75,000 ",Female,Non-Indigenous,78,Non-Teaching,452,37.666666666666664,40.333333333333336,False,60 and above,10+ yrs
Unit 5,School,DUY1415,Ongoing," $160,000 ",Female,Non-Indigenous,61,Teaching,453,37.75,23.25,False,60 and above,10+ yrs
Unit 5,School,ONW1206,Fixed Period," $150,000 ",Female,Non-Indigenous,60,Teaching,175,14.583333333333334,45.416666666666664,False,60 and above,10+ yrs
Unit 5,School,ZLD1046,Fixed Period," $150,000 ",Female,Non-Indigenous,59,Teaching,168,14.0,45.0,False,50–59,10+ yrs
Unit 5,School,IZK4373,Ongoing," $160,000 ",Female,Non-Indigenous,58,Teaching,453,37.75,20.25,False,50–59,10+ yrs
Unit 5,School,XIQ6830,Ongoing," $110,000 ",Female,Non-Indigenous,66,Teaching,461,38.416666666666664,27.583333333333336,False,60 and above,10+ yrs
Unit 5,School,XKB3883,Ongoing," $95,000 ",Female,Non-Indigenous,53,Non-Teaching,419,34.916666666666664,18.083333333333336,False,50–59,10+ yrs
Unit 5,School,ELX4292,Ongoing," $110,000 ",Male,Non-Indigenous,61,Teaching,433,36.083333333333336,24.916666666666664,False,60 and above,10+ yrs
Unit 5,School,FIU7925,Ongoing," $66,000 ",Female,Non-Indigenous,54,Non-Teaching,436,36.333333333333336,17.666666666666664,False,50–59,10+ yrs
Unit 5,School,HQW9973,Ongoing," $100,000 ",Female,Non-Indigenous,56,Non-Teaching,435,36.25,19.75,False,50–59,10+ yrs
Unit 5,School,RMC7742,Ongoing," $110,000 ",Female,Non-Indigenous,59,Teaching,426,35.5,23.5,False,50–59,10+ yrs
Unit 5,School,MGK7253,Ongoing," $110,000 ",Male,Non-Indigenous,57,Teaching,423,35.25,21.75,False,50–59,10+ yrs
Unit 5,School,EXK9152,Ongoing," $66,000 ",Female,Non-Indigenous,65,Non-Teaching,440,36.666666666666664,28.333333333333336,False,60 and above,10+ yrs
Unit 5,School,BYT3323,Ongoing," $110,000 ",Female,Non-Indigenous,58,Teaching,441,36.75,21.25,False,50–59,10+ yrs
Unit 5,School,RAN8863,Ongoing," $110,000 ",Female,Non-Indigenous,58,Teaching,440,36.666666666666664,21.333333333333336,False,50–59,10+ yrs
Unit 5,School,KGR1253,Ongoing," $110,000 ",Female,Non-Indigenous,71,Teaching,435,36.25,34.75,False,60 and above,10+ yrs
Unit 5,School,QMR2616,Fixed Period," $150,000 ",Female,Non-Indigenous,58,Teaching,45,3.75,54.25,False,50–59,2–5 yrs
Unit 5,School,NGR8245,Ongoing," $110,000 ",Female,Non-Indigenous,56,Teaching,417,34.75,21.25,False,50–59,10+ yrs
Unit 5,School,GSL7955,Ongoing," $110,000 ",Female,Non-Indigenous,56,Teaching,423,35.25,20.75,False,50–59,10+ yrs
Unit 5,School,XKU5823,Ongoing," $110,000 ",Female,Non-Indigenous,59,Teaching,417,34.75,24.25,False,50–59,10+ yrs
Unit 5,School,RRG2230,Fixed Period," $150,000 ",Female,Non-Indigenous,58,Teaching,183,15.25,42.75,False,50–59,10+ yrs
Unit 5,School,TZH4560,Ongoing," $160,000 ",Female,Non-Indigenous,55,Teaching,417,34.75,20.25,False,50–59,10+ yrs
Unit 5,School,FAC1668,Ongoing," $75,000 ",Female,Indigenous,52,Non-Teaching,410,34.166666666666664,17.833333333333336,False,50–59,10+ yrs
Unit 5,School,YXZ7591,Ongoing," $70,000 ",Male,Non-Indigenous,63,Non-Teaching,381,31.75,31.25,False,60 and above,10+ yrs
Unit 5,School,HBG1315,Ongoing," $160,000 ",Female,Non-Indigenous,145,Teaching,404,33.666666666666664,111.33333333333334,False,60 and above,10+ yrs
Unit 5,School,IKN6516,Ongoing," $110,000 ",Male,Non-Indigenous,60,Teaching,404,33.666666666666664,26.333333333333336,False,60 and above,10+ yrs
